image_id,id,caption
226758,784541,A white foam container with a sandwich and two sides.
231393,495759,A sliced coffee cake and a slice of orange.
65456,21270,A man running through a park carrying a frisbee.
168955,786065,A field with several people flying kites in the air.
291586,766330,A dog in the middle of stretching with a toy in its mouth.
221379,217527,Man in a white outfit on a tennis court holding a racket. 
376315,761011,The young woman is laying on the unmade bed.
524848,206631,I disused toilet sits by the foundation of a house.
293514,624831,"The sign under a tower clock reads ""Son, observe the time and fly from evil"""
331126,480379,A zebra standing on top of a dry grass covered field.
118188,180383,A large jetliner flying over a gated field.
548511,327768,A cat is sitting next to a small bear toy. 
519205,219860,two brown bears are behind a fence and standing in some bushes
509607,136619,A black cat sitting next to a computer mouse.
525391,30754,A woman holding a blue cellphone in her hand.  
501902,703431,Two birds standing on top of the sand near a beach.
435681,594732,A small motorcycle sits alone in the brush.
371361,290051,Two children are on the top of a slope preparing to head down.
180503,227859,A small bathroom showing a sink with a brown framed mirror and a gold trimmed shower door. 
233395,701404,A microwave oven with a build in toaster.
192259,448017,there is a zebra standing to the side by the bushes
412090,531863,A white sink and toilet in a room.
470012,297502,Two boys in the middle of  a river riding elephants.
367670,743928,A person falls off a surf board into the water.
4517,22615,A rural area with a few old timey houses and green lawns
469632,62445,Three giraffes are enclosed by a chain link fence. 
414161,699105,a plan flying just above a group of trees
122350,274909,A blue table topped with a red basket full of fries and a burrito.
229896,169927,Four men using a knife to cut a cake.
208075,555272,Three men laughing and talking among each other. 
172813,632812,This modern yellow living room has a flat screen and plenty of seating
286058,151002,There is some garbage on top of a appliance 
362683,647346,A group of friends posing in front of a cake in a foyer.
543060,678065,A river filled with lots of boats next to tall buildings.
217376,471384,A man standing in a puddle of cement next to a  clay field.
554842,769488,A man with a wine glass standing next to a woman.
363821,520087,A couple of men holding Nintendo Wii game controllers.
12240,390396,A large elephant carries travelers across the town.
305055,736913,A few people sitting at the top of a mountain with various snow gear on.
115345,282249,Man and lady cutting a slice of their wedding cake.
344896,725239,She is checking her messages before finding a good spot to enjoy the concert.
350939,740679,A man stands with a horse and holds it by the reins. 
50412,528638,A man riding skis down the side of a wooden ramp.
428995,175973,A cake with icing has five candles on it.
430149,587972,A man is finishing a run down a mountain on a snowboard.
126198,35697,A baseball player is about to swing at a pitch. 
480368,285120,A man preparing food inside of a kitchen.
546117,477589,A bus drives down a street near a car. 
96793,281987,Person biting into a donut with green sprinkles on top.
88048,62248,Several free range animals grazing on green grass.
317227,271575,"Piles of food including, onions, carrots, peppers, nuts along with others."
396775,196841,A boy is standing outside while holding an umbrella in the rain.
379173,463178,people sitting near water on sheets holding umberallas
483382,519824,A pizza that has tomatoes and cheese on it.
29671,511543,A yellow fire hose attached to a fire main.
110395,129503,Large white wet dog wet sitting in the shower. 
405622,176965,We can see the clock tower on the other side of the river.
393193,397190,A man showing people in  a store something on a shelf
442345,439344,A vehicle and some signs on a street.
149884,752363,A train that is sitting on the tracks.
193299,763089,Women in a field playing with a Frisbee.
30731,390666,The sailboat is arriving at the rocky shore.
104344,8460,A man poses for a camera while wearing a shirt and green tie.
185087,145635,AA man with signals standing in front of a plane
464744,648097,A living room with black furniture and a flat screen television.
452909,515000,a little girl looks inside of a fridge 
511254,781691,Black and white photograph of swimmers and surfers in the ocean
173801,38149,black and white image of a man with crossed arms next to a clock
96130,688533,A desk with two desktop computers cluttered with papers.
561308,9583,Men standing around a motorcycle in a garage.
81323,364539,Bowl of orange tomatoes in a bowl on a wooded table.
36086,511263,A man is about to kick a soccer ball.
513006,528753,"A living room with a couch, a television and some cabinets. "
320217,478992,Three boats out in the ocean heading into the night.
429407,125462,Four giraffe at a zoo feeding from a feeder mounted on a tree
383816,811292,a couple of people on snow boards stand on some snow 
124117,770192,Woman on laptop inside living room with monitors.
33702,615789,A man holding a surfboard walking into the ocean.
571427,133358,"A woman dressed in orange and with sandals on, standing outside of a brick bathroom building."
406462,523281,a brown horse running very fast in the desert
383987,422818,A passenger train is passing by a town.
33901,547211,a man holding a wine glass to the tip of his nose
489191,351330,A group of elderly friends who have gathered for a small feast.
255604,716279,A bunch of traffic with cars and cyclists going down a street.
128029,420741,Black cat looking at himself in a mirror on a dresser.
551434,336970,there are several large and small stuffed animals 
539287,711971,A man standing on to of a snow covered ski slope.
276105,52477,A kite flying in the sky with the word kite written on it.
166254,389294,A woman cooking food on an outdoor grill.
561424,626430,A trainer leaning downwards to allow a dog to perform a trick by catching a frisbee.
29041,329190,Two people are taking pictures together in a mirror
83456,748526,A couple of men standing on top of a hard wood floor next to each other.
319354,349389,a car sits parked next to a brick wall 
254241,371510,Snowboarder performing trick on snow with trees in background
450759,370159,A man lying down on a bench next to a brick wall.
352421,79351,Two people on a ski slope while one uses his phone.
40874,661018,A boy and two girls each have a hotdog to eat.
335999,232692,A red stop sign sitting in the middle of a desert.
131918,793903,A boat traveling down the water in the harbor.
451341,739280,A bunch of animals in a fenced in area eating hey 
106786,278609,A woman in bathroom and man in reflection on a bed.
64890,226844,Two trains are parked alongside one another as if readying for a race.
171315,345576,teddy bears of various animals sit in a window shop
487256,190716,a bed in a room with brown tiles and two lights and a small cabinet
323733,197129,A TV and a radio in a small cabin or room.
292001,500058,a close up of two slices of bread with food on it
553533,129310,Two large bulls locking horns in a dirt pasture.
154179,331958,A very old looking plate is placed down. 
421274,525321,A train engine carrying carts down a track.
219855,130830,A military vehicle with its doors open and bystanders.
261298,116786,A MAN IS SITTIGN ON THE COUCH WITH HIS CELL PHONE
519076,91699,There is a lap top and a keyboard on a glass table infront of a window
4173,433122,A surfer balances on his board as he climbs the face of a wave.
565767,483963,A boy snowboarding outside with his coat on. 
151893,424178,A woman standing over a tray of food.
186635,426710,A small tan kitten sitting in a bowl thats on a scale.
120511,334925,A woman a a group of children waiting for a train.
219735,162280,Four young people seated at a red table holding hot dogs.
372479,543688,A woman by a street checking her cellphone.
130088,761498,A person is holding a orange that is ripe.
534060,557589,A full view of a well lit encounter and shelves. 
225070,185842,Vegan doughnuts of various flavors on display behind a sign.
525939,436752,A little girl holding up an umbrella on a grass field.
281502,642087,A picture of someones living room with a clock on a mantle and a rocking chair next to the fire place. 
255176,713680,A bunch of birds that are sitting on a wire.
278411,344572,"A bedroom with bicycle, computer desk and checkered bedspread."
311561,586340,A pizza sitting on top of a plate on a wooden table.
13249,57418,a group of people near a building with a tall tower
61892,656945,A man in business attire poses for a photo in an office building.
542969,645429,The robin is sitting in the top of a tree.
140365,377835,A white plate holding a pizza next to a glass of wine.
526966,189033,A silver and blue fire hydrant sitting next to a building.
89703,9052,A young girl holding a teddy bear next to a laundry basket.
76856,602285,A white bed with a white blanket and two white pillows.
346004,125655,A bicycle is parked and covered in boxes.
426758,557103,A neighborhood intersection with a stop sign and direction sign.
358361,272524,A person riding a bicycle while a dog follows along side them.
200370,39733,A busy street of cars passing by one another.
166711,116135,A vase of flowers sitting on a table near a window
393633,614694,A truck driving away from a grass fire in an open field.
347697,427179,A person riding a horse with protective gear on.
356086,7447,A young man standing on a beach while carrying a surf board.
451781,135200,Round table with flowers and wine glasses laid out on it. 
405210,157829,A group of players from two teams on a soccer field.
192137,70238,A large passenger jet sitting on a tarmac at an airport.
318533,200424,Stoplight posts at an intersection of a vacant street.
34972,102240,There are some zebras standing in tall brush
299714,787749,A toothbrush on display with writing underneath it.
521473,598767,"A small bathroom has a vanity, sink and towel in it."
517148,517679,a sheep stands next to a baby sheep on some grass
39138,177866,A couple sitting on the couch while working on laptops.
510883,461672,Hot dog with several toppings on plate on wood table
214729,43429,Shops along a street with witty names and nice landscaping.
571953,296932,Three giraffes looking out into the distance while standing on a grassy field.
192843,249984,A green field with two brown cows in the background.
77577,525787,A man is on a snowboard going down a hill
267588,92213,the headboard and wall decor in a hotel room
90106,734458,Fighter jets flying in formation of a pyramid in the air.
87282,321958,a man with a hat throwing a frisbee to a woman in a field
11304,482807,A person with luggage walking near a train.
393900,717569,The large plane is parked on the tarmac.
559235,355601,A group of people walking down a street holding red umbrellas.
7921,286363,A picture of a family spending quality time together.
362370,560813,A couple of animals laying in the hay by a fence.
313727,695353,A mosaic of a clock and house with dolls attached to a building.
393686,226322,a brown cow grazing in a green field next to a black cow.
428736,761105,"A white office with a couple of couches, table, chairs,and tv."
121001,356585,A hand applying toothpaste to a green handled toothbrush.
81567,254198,A man on a motor bike with a woman getting on the back.
80052,814357,"A plate of food consisting of rice, meat and vegetables."
89813,364592,a person riding a surf board in a river  
240945,690556,there is a woman tennis player playing on the court
191945,262224,A man pushing a child sitting on a skateboard.
443400,415404,A lone giraffe roams the grasslands with a herd of zebra.
213936,457108,An older woman leaning up against a wall next to a clock.
330578,60986,A person with racket in hand in the middle of a tennis court.
542713,533269,A pizza sitting on a round piece of cardboard.
24520,585226,There is a family cooking dinner together. 
299333,701633,some people are sitting at a table together
553297,492974,A woman wearing a white tennis dress with a tennis racket in her hand. 
359061,660675,There are nine fighter planes in a row in this picture.
303804,806648,A table topped with lots of vases sitting next to a bench.
162033,166027,A couple of baseball players standing on a lush green field.
101450,255766,Woman readying a book to a boy and girl in front of a white fireplace.
402174,536509,A large plane is used to deliver packages all over.
7615,741871,a baseball player taking a swing at a ball.
163594,617199,A cake with one slice cut and served on a plate with berries.
24095,269915,Two giraffes standing in a green shady field.
205010,287887,A woman sitting eating a sandwich in the park.
328210,181182,a giraffe eating leaves from a tree with its butt to the camera 
399615,175349,"Kitchen wall with stove, cabinets, small appliances and refrigerator."
269422,330189,In the distance on a snow covered hill stands a man with ski poles.
177014,727085,A trash bin with ping pong paddles attached to it with the table in the bin.
425944,663237,A sheep is butchered in front of spectators in the street.
123558,285731,A group of men on a field playing soccer.
224735,627366,A group of farm animals standing in the shade under a tree.
16432,727993,A side view of an airplane parked in the snow.
556370,810694,a group of people are inside of a airport 
14970,663741,a close up of a person sleeping in a bed 
526288,531414,A person standing by a rail on the water.
58315,588305,A pair of scissors sitting on top of the floor.
13908,232142,A man in a white shirt is eating a sandwich. 
190831,380342,A little Asian girl holding her teddy bears.
338954,87789,A office desk with a red office chair and two desktop computers.
127316,475260,Two hot dogs sitting on top of buns.
421877,133401,"A motorcycle on a brick parking spot, next to a brick wall."
563746,50040,A family sitting together in their living room.
516895,480159,A man is seated at his computer desk and looks at the camera.
572022,165517,An old stove positioned in an old delapitated house.
134037,678262,A horse drawn carriage on a city street.
256690,633629,A stop sign affixed to a cyprus tree in a body of water.
154927,131506,A person takes a photo of their reflection in the mirror.
322971,61719,A young man on a skateboard in a street.
317781,119689,The dog lies inside a purple and white collapsable chair.
412917,499988,A PUBLIC TOILET SURROUNDED BY GLASS LOOKING OUT
545128,734201,A digital sign sitting above a highway sign next to mountains.
580185,169409,The people are gathered to watch a parade.
543026,587870,Two horses grazing in a grassy field with street in background.
314167,342709,a number of bananas in a blender on a table
78828,417931,White toilet in a bathroom with a black ruler in front.
112697,272879,A dirty bathroom has a toilet and broken tub in it.
394900,77982,A bunch of teddybears in traditional Chinese dress posed in front of a background. 
64339,363078,"Flowers in a vase, in a bar setting."
536312,463789,Umpire coming onto baseball field to talk to pitcher.
195837,18007,A horse is standing next to a car outside.
412101,363772,"A empty, set table in a modern style kitchen."
109386,1421,A couple of cars are driving through city traffic.
185986,679731,A large train with people walking by it. 
243173,150558,the inside of a refrigerator with lots of food and drinks
543549,651332,A passenger train passing a fern covered hillside
197959,183940,Kitchen with stainless steel appliances and bar stools.
85666,493152,A woman is sitting in a field with a zebra lying on the ground and a shotgun.
132973,354598,a person standing in front of a television and holding a game controller.
276070,305318,a close up of a motorcycle parked in a drive way
41918,586198,A man on a headland flying a kite. 
434262,179393,A warped photograph of a double decker bus passing a monument
123749,314541,These cars are parked near a fence and a stop sign.
282706,67522,A large wheat bread sandwich is being held.
516346,697191,Large dolls flank an ornate couch on a hardwood floor. 
380319,328425,A dog sitting inside of car by the water.
267000,816248,a person next to a manequinn near a luggage bag 
569941,564747,a couple of surfers are walking out of the sea
542502,729101,A stop sign at the corner of two street intersections
161251,674367,A man in a hard hat holding a tree. 
164172,134965,A cop teddy bear sitting next to a jail bird teddy bear.
436707,307025,A refrigerator and a cabinet in the grass near parked vehicles.
203249,128555,A boy riding a kneel-board in the water 
12494,106539,A street sign on a pole on a sidewalk
98155,155803,some buildings a red and white sign and a black street lamp
426474,372584,Surfboard shaped plate with a small scoop of butter and a small dinner roll on top
448985,464539,A large fridge that is filled with a wide assortment of beverages.
299930,512177,"A selection of small vases and bowls, some of which have flowers in them."
354075,199393,a lone horse walks through a plain past a lake
450193,226574,A child at home pulls on something that is stuck in her hair.
443443,617214,A crosswalk on a city street on a wet night.
358378,30652,A furry cat sitting on the keyboard of a computer
419015,601346,A small group of surfers are in the ocean water.
480241,747190,A white kitchen with a combination washer drier visible
74340,638036,Children learning to ski on a gentle slope.
530002,808964,A glass desk with a large computer monitor.
517601,56786,A small airplane is flying over the shore of a beach.
323498,794828,A desk is full of two laptops and a desktop computer.
574747,293336,Elephants stand in an enclosure with trees and a pile of rocks in the background.
126524,139856,A bus is making its way down the street in pursuit of an airport.
569024,271583,A computer mouse with a red colored under light.
281127,692478,A large herd of cows are packed close together behind a fence.
410981,279656,Three boys laying baseball with one boy making it to second base. 
279810,61533,Two android phones are placed next to each other. 
13364,422681,A group of people that are standing around two people on a motorcycle.
253860,205030,Small toilet with tiled wall and patterned flooring next to it. 
265084,17292,"Giraffes, Zebras, and Gazelle in an open field."
19755,621310,Two female cows looking forward outside in the grass.
488750,378801,A woman plays tennis in a professional tennis match
277418,671460,A child eats in a high chair outdoors. 
69188,547850,A full view of many pictures of a person having fun. 
538555,345549,A black plastic chair is made to look like a clock with yellow rubber boots.
131564,578571,Cat playing with the sparkling laces on a walking shoe.
343503,222699,A red office chair sitting in front of a desktop computer.
397772,477888,A man hits a tennis ball during a game of tennis. 
537408,242148,a person outside resting before riding off on the horse 
512696,536482,a man getting chased by some kind of animals
551922,38613,A woman carrying luggage across a shopping center.
151934,513051,a blue bus parked by a bus stop on a somewhat busy street 
548107,375825,A bluebird is standing on a fence with green branches in the background.
287337,547401,"A mac truck traveling down the road, in the day."
176721,521242,An empty bench sits on the bank of a body of water. 
14253,673171,a man lifting the lid of a square shaped toilet
426565,715274,A man is riding a wave on his surf board.
218467,385435,A woman playing a video game while an audience watches.
8564,543246,a street some cars and trucks and a street light 
102316,434411,A sign post at the side of the road.
297131,701481,"On a rainy street at dusk, pedestrians carrying umbrellas."
173475,124277,A military boat floating on a large body of water next to a city with tall buildings.
389673,367868,A white cat is sitting on a white sofa.
457726,271831,The 2400 block of Spaulding Avenue continues to the right
453352,322885,A red and black train arriving at train station with people standing around.
204458,625134,A bear walks along an elevated path above some rocks.
537037,284755,A small white toilet sitting next to a bath tub.
41027,313211,an extreme close up of many different types of bottles
187846,551751,a large building with pointed roofing and a clock
465248,532531,Train tracks with a red massive transit sitting on them and a building with arches is behind it.
426459,828033,The bathroom contains only a toilet and the bottom cabinet for a sink.
234839,768797,A directions sign on a wooden pole near a street.
30328,795998,cars and trucks pn a busy  city street.
473296,372968,Chocolate cake half eaten on the glass dish tray
120721,269672,A building is standing with a large clock tower behind it.
426829,651115,an open suitcase with a variety of items in it
138200,464688,A cute little girl posing with a pretty umbrella.
336195,374338,A man and child sit at a table with pizza.
303213,730599,Some people like the sun while others prefer shade.
121000,778901,a large wall built on beach to separate two sides
32937,761316,A cheese pizza with seasoning on a table.
257450,99227,A greasy burger sitting on the plate at a restaurant
319216,257560,Silhouette of a bird with a sunset in the background.
549426,511601,CHEF IN  KITCHEN WEARS FACE MASK WHILE PREPARING FOOD.
517005,746401,A pitcher throws a ball at a baseball game.
36764,413318,White plate with white and purple sandwiches on it. 
366925,816252,A man kneeling down next to another man in front of a laptop.
33251,700337,four different bikers jumping on a dirt hill
493996,140755,a street sign with a dark buildings in the background
378149,787406,a pile of vegetables s up for sale in a market
206793,389599,There are two hot dogs on the plate with lots of oinions 
85400,495154,A group of people on skis posing for a picture.
384326,750270,A little boy that is sitting on a towel in the sand.
521649,246080,Two young boys that are outside playing soccer together.
230597,65346,"A child sits on a pony, being led by a person."
579623,722326,A man files down the road on his motorcycle.
260491,65628,A car parked next to a parking meter.
306722,402462,Oranges and bananas are resting in a bowl.
361930,220617,A tennis player team of two ladies on a court in front of spectators.
326111,510987,A small wooden desk in the corner with a laptop.
395221,509037,An orange with leaves still attached in a white bowl with more oranges sitting nearby.
196035,797789,Pedestrian and scooter traffic on a wide boulevard in a city
267476,229039,A green fire hydrant is sitting on the sidewalk.
565663,438418,a big black dog lying underneath covers 
163525,2982,"A family sailing a Catalina sailboat in a harbor.
"
244659,614795,Different groups of people enjoying varies activities on the beach. 
330712,582492,A bathroom with a wooden frame around the mirror
484562,812817,A double decker metro bus stopped at a covered bus stop loading passengers.
84084,494355,A man posing to swing at a tennis ball
73190,355226,One baseball pitcher throwing the ball while the other pitcher is getting ready to
325596,353559,a crowd of people sitting under umbrellas on the beach 
572749,284651,A boy is jumping from the top of the stairs with his skateboard.
186671,56880,A kitchen with stainless steel appliances and adjoining fireplace.
543855,537560,a stop sign and a street sign on a forested road
176671,141657,A woman and a young girl are playing with video game remote controls.
182516,568132,A young man sleeping in bed with his open laptop beside him.
60639,349680,Two birds swimming in the water next to each other.
356569,496613,Some guys at a table working with some computers.
272800,214790,"This room consists of a flat screen television, a desk with a computer, and small end tables. "
361567,403312,A group of people standing on top of a sandy beach.
80853,644104,a dog sits on a desk behind a computer 
435098,731083,A man that is wearing an apron and demonstrating cooking at a table.
292243,606084,the double Decker bus is not in service
366713,368449,A bed sitting next to a brown table with a lamp on top of it.
482079,170192,An old yellow engine train stationary on train tracks.
292923,756191,A group of people sit at a large table.
363639,765867,a wood counter top in next to a fridge
554010,552755,A white and blue double decker bus driving down a street.
139796,463725,An elephant roaming in an enclosed area in the city.
150184,674062,A man and a woman hugging and smiling.
576705,770886,A woman holding a black bird in her hands.
203054,95870,"The contents of a purse laid out on a quilt including a wallet, cards, pens, a smartphone, hair brush and accessories."
448471,471237,a box of doughnuts sit on a table in front of a computer 
553192,411779,A bed topped with blankets and pillows next to a wall.
389755,550005,a lady standing next to a truck painted like a flag
416371,354609,a child wearing a polka dot tie and a white shirt.
8436,618887,Some people are standing around on grass in a yard.
443057,535641,The man is walking with his skis as the dog walks in front of him.
432604,441247,a dog playing with toys in an office 
217458,471894,A brown teddy bear in striped shirt on its back.
562863,246456,A plane sites parked on an airport runway
239957,392708,A bench sits on a dirt hill overlooking a lake.
206451,541060,a person drives in a car as a dog sits in the back 
84162,20604,A ferry boat and larger boats on a harbor near a city of skyscrapers.
550449,159294,A lady is holding a super cheesy meal.
359030,750116,Cars are driving through the intersection underneath traffic signals. 
380097,45013,The countertop of the double sink in the bathroom reflects the decor.
420831,775825,a book case with some books and clock on it
152327,419611,a bird walks next to a bunch of benches 
117679,415144,a black plate with green and fruits and cheese
430563,314174,a close up of two cats one laying on its back
49884,251854,Tennis players play doubles on a tennis court.  
258690,799876,Three elephants walking around a circus ring with a trainer.
107962,708512,A black and white photo of a plane.
275672,652731,This table has a few crescent roles as well as some fresh produce.
96481,741989,"A bear relaxes on the rocks, staring into the foreground."
322180,601580,There are couches and chairs in the room.
484847,329448,"A living area with couches, a coffee table and a television."
231017,78988,A lady wearing a hat talking on a cell phone.
144597,477664,"A man getting something from the side carrier of a parked motorcycle.
"
581738,741334,A couple of red buses sitting in a parking lot.
335834,619465,A group of bananas are sitting in the back of a truck after just being picked.
197690,185719,A baseball batter stands at home base in front of a crowd.
89446,719695,A red train traveling over a bridge over a forest.
74215,376336,A person stands with skis in their hand next to other skiers. 
4488,560792,A desk with a computer monitor and a keyboard on it.
309169,324267,Two people reaching for a flying frisbee in the park.
175284,347739,Two men riding skis down a snow covered road.
78986,208177,Some men playing in an indoor tennis court
347340,564131,A lady in white with a white and black cow.
388008,579210,"The room has wooden boards, ply wood, and an air matrees in it."
129631,366718,A professional photograph of a hat wearing young woman riding a black horse.
425400,639168,A dish made of ham couscous and vegetables is centered on a plate.
212044,75418,Two sheep grazing on a field under the bright sun.
285013,121456,A man wearing a orange shirt is preparing to catch a frisbee
416545,601117,a red sign with a letter on it attached to a hydrant
92904,624307,a motorcyclist on a red motorcycle speeds down an urban road towards a taxi and a mail truck.
140543,40610,A herd of cows grazes in an open field.
65177,338681,A man standing inside of a subway train next to doors.
242153,781917,Out of commission jet from the country canada 
209667,296790,Two people walking near a city street with umbrellas.
400118,407647,Two people riding a motorcycle down a street.
443562,638995,A game of Frisbee is in action on the field.
472314,736533,A cat that is laying next to a stuffed bear.
417090,129821,A picture of some food and some people.
534881,748693,Two white polar bears are touching each other's neck.
454162,553019,Four people on skis standing in the snow 
23363,371625,Some delicious fruits are sliced and placed on a table. 
105714,771740,A man holds a Frisbee in his hand while another man guards him 
402541,38355,The motorcycle racers are getting ready for a race.
61326,431083,A stop sign with joke graffiti painted on it. 
333916,584199,A bird sits on a branch with its mouth open. 
454325,170296,Sinks and urinals with unconventional placement in a public restroom.
256098,270852,"A black and white photo of a street in Edna, Texas."
575005,81524,a dog sitting on a bench with a field background
73602,424645,A puppy is laying on some jeans in a suitcase.
21451,237681,Three slices of pizza on a plate with some parsley on the side.
373346,516806,a dog up close looking at the television
471086,604446,One zebra following another into a rock cave
306848,349582,A brown cow on grassy hill with a black horse in the background.
314425,427145,A white plate sitting on top of an airport tarmac.
291262,324958,A person on a surfboard in the water.
483736,187689,A wooden table topped with a green vase filled with flowers.
190135,732410,Tiny hamburgers sit on a square white plate.
482672,721264,A brown puppy chewing on an orange carrot.
246184,401775,Colorful surf boards standing on end at the beach.
581419,216533,There are four clocks laying on the floor near a person's foot.
393227,732109,a man is doing a trick on a skateboard
475984,676912,A woman with nice legs laying next to a purple umbrella.
56716,604621,A made up bed with three laptops sitting on it.
534314,549913,A lot of people gathered together on a street near a bus. 
256311,641537,these are a couple people in the water with waves
74925,582239,A woman making sandwiches on a grill at a booth. 
42493,539753,Two mountain bikers taking a break on a trail
397373,191060,An older man is skateboarding along a ramp.
259398,251692,a red and white stop sign a building and some trees
502248,804705,A Volkswagon bus with the back hatch open.
444636,770367,A little girl hangs her blue umbrella over a yellow fire hydrant.
299723,516033,A man standing on rocks in a wooded area with a frisbee. 
147092,627772,Glass vase filled with flowers resting on a table.
472506,782804,Two zebras back to back grazing on plants in middle of desert
383508,796662,Friendly giraffe looking at camera in outdoor area. 
145238,15776,a man taking photos a wedding couple by a car
11077,107404,Female tennis player delivering a serve with a great amount of force
18418,695559,A bunch of people flying kites in the park.
397950,580071,The white horse is standing behind a rusted old truck.
463458,499614,A large fake cockroach in a toy bed holding a book
240889,744862,An Asian man in a business suit and tie sitting behind a desk and holding up a cellular flip phone that is open and another cellular phone is on the desk.
92840,362682,A picture of a kitchen that is in a house.
561731,624492,A boy eating food off an orange plate.
344422,496569,THERE IS A RED STOP SIGN THAT IS ON THE CORNER STREET 
61144,516490,Large collection of stuffed animals sitting on the ground. 
318997,116256,There are pears and apples on a table
414032,93027,two sheep on a snowy slope with more snow in the background
165636,543301,A dressed uneaten hot dog sitting on paper.
540873,444701,A man is taking a picture of himself.
447932,797199,A black bear with a white marking at a zoo with its mouth open.
567914,780195,a pizza that is on a pan on a chair
502366,6358,An aerial view of four people walking down the street under three colored umbrellas
292034,406703,Short line of people walking across snowy area with skis
326014,701139,"A man sitting on top of a bench, holding a paper."
136360,571740,A cooked pizza that is next to a pan.
104718,789631,There is a black patter on the wall next to the toilet.
270659,294696,A skier on a snowy hill with a sail near a lift.
311914,665248,A stop sign is on the side of a school bus. 
43856,328774,A girl holding a tennis racket wearing a red sweatshirt.
438617,358437,A female tennis player stretches to serve the ball.
573357,806292,A man standing in the snow with skis on.
434135,241795,an elephant with a person on it's back standing outside a colorful building 
574009,28782,A man on a horse walking up the beach.
575498,233321,A lap top and monitor are running along side each other. 
76937,612318,A woman on a skateboard is being pulled by a dog.
408252,240372,A view of an empty room from the kitchen. 
68163,282907,A outdoor shopping mall looks poor and narrow.
515075,88947,Red and blue uniformed soccer players in a soccer field.
111673,151148,an elephant picks up riders from a platform
469287,397682,The surfboard was left out in the brush and fallen tree limbs. 
565932,62257,A white bathroom with a green tiled shower and candles on top of the toilet.
330863,588929,A room filled with lots of laptop computers on top of desk.
338719,465344,A teddy bear is floating under a bridge.
146121,764983,Birthday cake with candles and pink frosting on top.
421903,586816,a cat that is sitting next to a brick wall
146725,21175,Two jet planes flying above a mountain range.
305235,89442,A group of elephants gather in the mud next to a river.
526196,397767,Two hands hold an apple while it is being peeled by a green knife.
353012,724551,A clergyman cutting a cake with greeting cards set around.
277677,484252,A green and white train traveling the country side.
55821,751972,A giraffe leaning over a fence from inside it's pasture
189402,275871,A group of people hanging out in a large recreation park.
14044,81122,a motorcycle with a bicycle tethered to the back of it
148642,283620,There is a young male surfer riding a wave
101713,696841,there is a bench that over looks water and many boats
129872,578050,A palm tree in front of a poster.
262662,346513,A meter with a sign on it stating that the meter remains as a courtesy to cyclists
441232,693432,this is a cream colored tiled bathroom with a tub
543805,104316,A passenger train driving parallel to a road.
289962,402946,A traffic light sitting in a room next to a young man.
165106,467577,"A bench up against a tree, surrounded by foliage. "
203948,829405,A woman at a table with a laptop.
212893,308009,A dog with a sweater on holding a frisbee in his mouth.
445113,265038,a fire hydrant on the curb of a city street
45351,507808,Woman skiing around pole dressed in winter clothing.
97165,164063,A passenger train is parked at a station.
145553,312060,a very large tower with a clock at the top of it.
21510,32691,A horse or pony in a large green field
430615,110726,A boy jumping in the air with a skateboard.
83804,144565,A crew of people looking at an airplane.
394580,723401,A girl attempts to make a jump on her skateboard. 
400241,299385,A man in black shirt sitting next to a computer desk.
98145,671277,A basket with a baby stuffed animal with two teddy bears looking over it.
99354,324679,A woman on a bench drinking a can soda.
367259,359484,Three girls sitting at a table in a classroom under an umbrella.
261765,233850,An airport luggage cart is loaded up with suitcases.
334798,343775,A bathroom has a tiled floor and countertops.
333133,715412,This is a picture of a cow eating hay
29895,263706,A horse is standing on the beach watching other riders in front.
535138,470950,A skateboarder scaling the top of the skate park
465181,115305,A young boy holding a signed ball in his mitt
494115,659799,The small black laptop is set on another closed laptop.
552518,82753,A couple of young people talk on the terrace of a shop in the city.
9017,761801,some type of cinnamon crusted donut a plate
307161,229500,An overstuffed suitcase sits on a wooden chair. 
567652,769275,A man with glasses wearing a frisbee like a hat.
153123,20047,A man in a vest and tie looking down through his eye glasses.
196178,51011,People huddled within an umbrella on a pair of benches.
253430,529339,A baby laying in a bed with woman
379433,823692,A bowl holds an antipasto salad with some sauce on it
377218,555593,A girl with a cowboy hat on next to others while holding a surfboard.
569567,691136,A smiling young man hold a glass of orange juice.
476106,202958,People looking at an advertisement depicting a larger cellphone.
401507,401493,A small train is going down the tracks in a forest.
36547,495303,That man must be the coach on a football team.
406533,436410,Someone is standing in the snow on skies
217623,745653,A bunch of wine glasses sitting on a table.
226597,737670,A woman laying on a couch next to a table.
409774,700355,a room showing a sink and some towels
519157,766379,He will buy a product in the refrigerator.
388297,101587,A man on a beach with a black and red kite
216502,440727,A woman holding a cellphone to her hear and smiling.
110873,716784,A decorated toilet is placed next to a small trashcan. 
329963,354045,A group of three giraffe standing next to each other.
210258,598929,A man in a boat on the water surrounded by lots of trees.
166021,416544,A black cow with ear tags standing among brown cows in a field.
149610,735614,A baseball player swinging his bat at home base.
206913,807004,A horse with it's head over a wooden fence with a bicycle parked in the foreground.
417595,460636,a baseball player is standing on a field with a bat
190863,734989,A small child is brushing their teeth while standing in a cardboard box.
164224,709941,a white bed in a large hotel room
277243,27017,A plane sitting on on airfield at an airshow.
302582,155823,A snow boarder barreling down a snowy hill
224895,65542,"A plain bathroom with white tub, sink, and toilet."
122908,570814,US Navy Blue Angels flying through the sky with a smoke trail.
